GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,TRACTA,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,FCL001
"G4804210","1990","TX",,,,,,,,"99","Sherman","421",,,"7","9999",,,,"9999","3","Texas","48",,"0002390834","0000000423","Sherman County","A","+36280020","-101893135","06",36200
"G4804230","1990","TX",,,,,,,,"99","Smith","423",,,"7","8640",,,,"9999","3","Texas","48",,"0002404799","0000054528","Smith County","A","+32375250","-095271428","06",59100
"G4804250","1990","TX",,,,,,,,"99","Somervell","425",,,"7","9999",,,,"9999","3","Texas","48",,"0000484802","0000012253","Somervell County","A","+32221652","-097771429","06",53600
"G4804270","1990","TX",,,,,,,,"99","Starr","427",,,"7","9999",,,,"9999","3","Texas","48",,"0003167898","0000016201","Starr County","A","+26574537","-098733280","06",21700
"G4804290","1990","TX",,,,,,,,"99","Stephens","429",,,"7","9999",,,,"9999","3","Texas","48",,"0002317302","0000069502","Stephens County","A","+32738118","-098839489","06",35500
"G4804310","1990","TX",,,,,,,,"99","Sterling","431",,,"7","9999",,,,"9999","3","Texas","48",,"0002391731","0000000342","Sterling County","A","+31824140","-101045062","06",46300
"G4804330","1990","TX",,,,,,,,"99","Stonewall","433",,,"7","9999",,,,"9999","3","Texas","48",,"0002379551","0000004047","Stonewall County","A","+33177940","-100252273","06",28800
"G4804350","1990","TX",,,,,,,,"99","Sutton","435",,,"7","9999",,,,"9999","3","Texas","48",,"0003765561","0000001639","Sutton County","A","+30495859","-100541264","06",40500
"G4804370","1990","TX",,,,,,,,"99","Swisher","437",,,"7","9999",,,,"9999","3","Texas","48",,"0002332281","0000000643","Swisher County","A","+34529503","-101731838","06",33500
"G4804390","1990","TX",,,,,,,,"31","Tarrant","439",,,"7","1922",,,,"2800","3","Texas","48",,"0002236492","0000088175","Tarrant County","A","+32770451","-097293284","06",72300
"G4804410","1990","TX",,,,,,,,"99","Taylor","441",,,"7","0040",,,,"9999","3","Texas","48",,"0002371673","0000009419","Taylor County","A","+32311387","-099880794","06",44800
"G4804430","1990","TX",,,,,,,,"99","Terrell","443",,,"7","9999",,,,"9999","3","Texas","48",,"0006106979","0000000085","Terrell County","A","+30226009","-102066907","06",28500
"G4804450","1990","TX",,,,,,,,"99","Terry","445",,,"7","9999",,,,"9999","3","Texas","48",,"0002304832","0000002742","Terry County","A","+33171110","-102338855","06",37800
"G4804470","1990","TX",,,,,,,,"99","Throckmorton","447",,,"7","9999",,,,"9999","3","Texas","48",,"0002363144","0000008111","Throckmorton County","A","+33183624","-099214984","06",29700
"G4804490","1990","TX",,,,,,,,"99","Titus","449",,,"7","9999",,,,"9999","3","Texas","48",,"0001063398","0000039219","Titus County","A","+33217645","-094968314","06",43500
"G4804510","1990","TX",,,,,,,,"99","Tom Green","451",,,"7","7200",,,,"9999","3","Texas","48",,"0003942488","0000047751","Tom Green County","A","+31409637","-100457118","06",49700
"G4804530","1990","TX",,,,,,,,"99","Travis","453",,,"7","0640",,,,"9999","3","Texas","48",,"0002562566","0000084904","Travis County","A","+30333300","-097779406","06",77100
"G4804550","1990","TX",,,,,,,,"99","Trinity","455",,,"7","9999",,,,"9999","3","Texas","48",,"0001794577","0000054802","Trinity County","A","+31093348","-095124857","06",38500
"G4804570","1990","TX",,,,,,,,"99","Tyler","457",,,"7","9999",,,,"9999","3","Texas","48",,"0002390504","0000033153","Tyler County","A","+30768905","-094379095","06",37500
"G4804590","1990","TX",,,,,,,,"99","Upshur","459",,,"7","9999",,,,"9999","3","Texas","48",,"0001522209","0000012946","Upshur County","A","+32734950","-094941393","06",41600
"G4804610","1990","TX",,,,,,,,"99","Upton","461",,,"7","9999",,,,"9999","3","Texas","48",,"0003216182","0000000410","Upton County","A","+31364072","-102042245","06",27900
"G4804630","1990","TX",,,,,,,,"99","Uvalde","463",,,"7","9999",,,,"9999","3","Texas","48",,"0004031719","0000005328","Uvalde County","A","+29350099","-099760754","06",38000
"G4804650","1990","TX",,,,,,,,"99","Val Verde","465",,,"7","9999",,,,"9999","3","Texas","48",,"0008212044","0000160640","Val Verde County","A","+29894131","-101151496","06",45400
"G4804670","1990","TX",,,,,,,,"99","Van Zandt","467",,,"7","9999",,,,"9999","3","Texas","48",,"0002198422","0000027834","Van Zandt County","A","+32557969","-095835238","06",45800
"G4804690","1990","TX",,,,,,,,"99","Victoria","469",,,"7","8750",,,,"9999","3","Texas","48",,"0002285897","0000016129","Victoria County","A","+28796000","-096970943","06",53900
"G4804710","1990","TX",,,,,,,,"99","Walker","471",,,"7","9999",,,,"9999","3","Texas","48",,"0002039670","0000036228","Walker County","A","+30737951","-095573906","06",59100
"G4804730","1990","TX",,,,,,,,"42","Waller","473",,,"7","3362",,,,"3360","3","Texas","48",,"0001330287","0000012612","Waller County","A","+30013363","-095981994","06",52700
"G4804750","1990","TX",,,,,,,,"99","Ward","475",,,"7","9999",,,,"9999","3","Texas","48",,"0002164084","0000000652","Ward County","A","+31510529","-103101512","06",32600
"G4804770","1990","TX",,,,,,,,"99","Washington","477",,,"7","9999",,,,"9999","3","Texas","48",,"0001578029","0000031400","Washington County","A","+30213697","-096405463","06",57400
"G4804790","1990","TX",,,,,,,,"99","Webb","479",,,"7","4080",,,,"9999","3","Texas","48",,"0008694635","0000048437","Webb County","A","+27770428","-099327204","06",48800
"G4804810","1990","TX",,,,,,,,"99","Wharton","481",,,"7","9999",,,,"9999","3","Texas","48",,"0002823644","0000011141","Wharton County","A","+29277302","-096216514","06",48900
"G4804830","1990","TX",,,,,,,,"99","Wheeler","483",,,"7","9999",,,,"9999","3","Texas","48",,"0002367963","0000002895","Wheeler County","A","+35397156","-100267035","06",32600
"G4804850","1990","TX",,,,,,,,"99","Wichita","485",,,"7","9080",,,,"9999","3","Texas","48",,"0001625734","0000013847","Wichita County","A","+33990204","-098707740","06",45800
"G4804870","1990","TX",,,,,,,,"99","Wilbarger","487",,,"7","9999",,,,"9999","3","Texas","48",,"0002515223","0000018217","Wilbarger County","A","+34084244","-099241684","06",33900
"G4804890","1990","TX",,,,,,,,"99","Willacy","489",,,"7","9999",,,,"9999","3","Texas","48",,"0001545495","0000485769","Willacy County","A","+26493711","-097598146","06",25000
"G4804910","1990","TX",,,,,,,,"99","Williamson","491",,,"7","0640",,,,"9999","3","Texas","48",,"0002912130","0000031404","Williamson County","A","+30644320","-097598344","06",71800
"G4804930","1990","TX",,,,,,,,"99","Wilson","493",,,"7","9999",,,,"9999","3","Texas","48",,"0002090603","0000003778","Wilson County","A","+29174034","-098085622","06",48600
"G4804950","1990","TX",,,,,,,,"99","Winkler","495",,,"7","9999",,,,"9999","3","Texas","48",,"0002178451","0000000502","Winkler County","A","+31859680","-103047453","06",28500
"G4804970","1990","TX",,,,,,,,"99","Wise","497",,,"7","9999",,,,"9999","3","Texas","48",,"0002343085","0000047060","Wise County","A","+33215455","-097652699","06",48600
"G4804990","1990","TX",,,,,,,,"99","Wood","499",,,"7","9999",,,,"9999","3","Texas","48",,"0001684260","0000118042","Wood County","A","+32781919","-095381557","06",47100
"G4805010","1990","TX",,,,,,,,"99","Yoakum","501",,,"7","9999",,,,"9999","3","Texas","48",,"0002071433","0000000034","Yoakum County","A","+33175036","-102824205","06",43700
"G4805030","1990","TX",,,,,,,,"99","Young","503",,,"7","9999",,,,"9999","3","Texas","48",,"0002388988","0000022048","Young County","A","+33177251","-098698171","06",40800
"G4805050","1990","TX",,,,,,,,"99","Zapata","505",,,"7","9999",,,,"9999","3","Texas","48",,"0002581820","0000158861","Zapata County","A","+26999964","-099183083","06",35400
"G4805070","1990","TX",,,,,,,,"99","Zavala","507",,,"7","9999",,,,"9999","3","Texas","48",,"0003363319","0000008387","Zavala County","A","+28864352","-099759662","06",19300
"G4900010","1990","UT",,,,,,,,"99","Beaver","001",,,"8","9999",,,,"9999","4","Utah","49",,"0006708405","0000005997","Beaver County","A","+38340778","-113228751","06",51200
"G4900030","1990","UT",,,,,,,,"99","Box Elder","003",,,"8","9999",,,,"9999","4","Utah","49",,"0014824344","0002604927","Box Elder County","A","+41514922","-113097137","06",64300
"G4900050","1990","UT",,,,,,,,"99","Cache","005",,,"8","9999",,,,"9999","4","Utah","49",,"0003016375","0000022126","Cache County","A","+41690981","-111748944","06",66500
"G4900070","1990","UT",,,,,,,,"99","Carbon","007",,,"8","9999",,,,"9999","4","Utah","49",,"0003829495","0000015842","Carbon County","A","+39643915","-110582783","06",51600
"G4900090","1990","UT",,,,,,,,"99","Daggett","009",,,"8","9999",,,,"9999","4","Utah","49",,"0001808832","0000063989","Daggett County","A","+40889907","-109505044","06",44800
"G4900110","1990","UT",,,,,,,,"99","Davis","011",,,"8","7160",,,,"9999","4","Utah","49",,"0000788635","0000852454","Davis County","A","+41014827","-112123475","06",75400
"G4900130","1990","UT",,,,,,,,"99","Duchesne","013",,,"8","9999",,,,"9999","4","Utah","49",,"0008387432","0000046354","Duchesne County","A","+40281647","-110435306","06",43800
"G4900150","1990","UT",,,,,,,,"99","Emery","015",,,"8","9999",,,,"9999","4","Utah","49",,"0011531044","0000025097","Emery County","A","+38990178","-110690249","06",47900
"G4900170","1990","UT",,,,,,,,"99","Garfield","017",,,"8","9999",,,,"9999","4","Utah","49",,"0013402022","0000088005","Garfield County","A","+37873550","-111438826","06",50300
"G4900190","1990","UT",,,,,,,,"99","Grand","019",,,"8","9999",,,,"9999","4","Utah","49",,"0009535814","0000032416","Grand County","A","+38993569","-109559034","06",49200
"G4900210","1990","UT",,,,,,,,"99","Iron","021",,,"8","9999",,,,"9999","4","Utah","49",,"0008543139","0000009351","Iron County","A","+37856501","-113276939","06",62900
"G4900230","1990","UT",,,,,,,,"99","Juab","023",,,"8","9999",,,,"9999","4","Utah","49",,"0008785021","0000037723","Juab County","A","+39711399","-112795948","06",42900
"G4900250","1990","UT",,,,,,,,"99","Kane","025",,,"8","9999",,,,"9999","4","Utah","49",,"0010339737","0000301538","Kane County","A","+37292567","-111893833","06",62500
"G4900270","1990","UT",,,,,,,,"99","Millard","027",,,"8","9999",,,,"9999","4","Utah","49",,"0017067125","0000618721","Millard County","A","+39046589","-113104745","06",49200
"G4900290","1990","UT",,,,,,,,"99","Morgan","029",,,"8","9999",,,,"9999","4","Utah","49",,"0001577641","0000004308","Morgan County","A","+41081323","-111579140","06",77600
"G4900310","1990","UT",,,,,,,,"99","Piute","031",,,"8","9999",,,,"9999","4","Utah","49",,"0001962854","0000020591","Piute County","A","+38335937","-112129709","06",44700
"G4900330","1990","UT",,,,,,,,"99","Rich","033",,,"8","9999",,,,"9999","4","Utah","49",,"0002664088","0000149580","Rich County","A","+41619014","-111238688","06",45200
"G4900350","1990","UT",,,,,,,,"99","Salt Lake","035",,,"8","7160",,,,"9999","4","Utah","49",,"0001909916","0000182353","Salt Lake County","A","+40670711","-111925494","06",70500
"G4900370","1990","UT",,,,,,,,"99","San Juan","037",,,"8","9999",,,,"9999","4","Utah","49",,"0020255674","0000292461","San Juan County","A","+37631161","-109805024","06",40100
"G4900390","1990","UT",,,,,,,,"99","Sanpete","039",,,"8","9999",,,,"9999","4","Utah","49",,"0004113335","0000037689","Sanpete County","A","+39373352","-111575157","06",48600
"G4900410","1990","UT",,,,,,,,"99","Sevier","041",,,"8","9999",,,,"9999","4","Utah","49",,"0004947873","0000020796","Sevier County","A","+38746559","-111797045","06",51400
"G4900430","1990","UT",,,,,,,,"99","Summit","043",,,"8","9999",,,,"9999","4","Utah","49",,"0004846280","0000028488","Summit County","A","+40883639","-110965855","06",108300
"G4900450","1990","UT",,,,,,,,"99","Tooele","045",,,"8","9999",,,,"9999","4","Utah","49",,"0017989917","0000885298","Tooele County","A","+40445422","-113182152","06",60400
"G4900470","1990","UT",,,,,,,,"99","Uintah","047",,,"8","9999",,,,"9999","4","Utah","49",,"0011596212","0000056751","Uintah County","A","+40125578","-109518320","06",43900
"G4900490","1990","UT",,,,,,,,"99","Utah","049",,,"8","6520",,,,"9999","4","Utah","49",,"0005175889","0000369456","Utah County","A","+40117393","-111669709","06",69700
"G4900510","1990","UT",,,,,,,,"99","Wasatch","051",,,"8","9999",,,,"9999","4","Utah","49",,"0003058595","0000073323","Wasatch County","A","+40332732","-111158793","06",69900
"G4900530","1990","UT",,,,,,,,"99","Washington","053",,,"8","9999",,,,"9999","4","Utah","49",,"0006286446","0000007431","Washington County","A","+37278485","-113516741","06",77500
"G4900550","1990","UT",,,,,,,,"99","Wayne","055",,,"8","9999",,,,"9999","4","Utah","49",,"0006372598","0000015927","Wayne County","A","+38364135","-110897030","06",52600
"G4900570","1990","UT",,,,,,,,"99","Weber","057",,,"8","7160",,,,"9999","4","Utah","49",,"0001490760","0000217322","Weber County","A","+41295677","-111917425","06",65100
"G5000010","1990","VT",,,,,,,,"99","Addison","001",,,"1","9999",,,,"9999","1","Vermont","50",,"0001994401","0000099513","Addison County","A","+44030571","-073142548","06",93300
"G5000030","1990","VT",,,,,,,,"99","Bennington","003",,,"1","9999",,,,"9999","1","Vermont","50",,"0001751665","0000003624","Bennington County","A","+43029341","-073108405","06",97500
"G5000050","1990","VT",,,,,,,,"99","Caledonia","005",,,"1","9999",,,,"9999","1","Vermont","50",,"0001685987","0000017556","Caledonia County","A","+44459934","-072098806","06",72400
"G5000070","1990","VT",,,,,,,,"99","Chittenden","007",,,"1","####",,,,"9999","1","Vermont","50",,"0001395901","0000208924","Chittenden County","A","+44466717","-073078302","06",117300
"G5000090","1990","VT",,,,,,,,"99","Essex","009",,,"1","9999",,,,"9999","1","Vermont","50",,"0001723091","0000022117","Essex County","A","+44731851","-071720604","06",55000
"G5000110","1990","VT",,,,,,,,"99","Franklin","011",,,"1","####",,,,"9999","1","Vermont","50",,"0001650038","0000143953","Franklin County","A","+44856057","-072923341","06",82000
"G5000130","1990","VT",,,,,,,,"99","Grand Isle","013",,,"1","####",,,,"9999","1","Vermont","50",,"0000214006","0000290168","Grand Isle County","A","+44796902","-073290981","06",104100
"G5000150","1990","VT",,,,,,,,"99","Lamoille","015",,,"1","9999",,,,"9999","1","Vermont","50",,"0001192940","0000007447","Lamoille County","A","+44607105","-072646320","06",87800
"G5000170","1990","VT",,,,,,,,"99","Orange","017",,,"1","9999",,,,"9999","1","Vermont","50",,"0001783826","0000008374","Orange County","A","+44008230","-072381605","06",84600
"G5000190","1990","VT",,,,,,,,"99","Orleans","019",,,"1","9999",,,,"9999","1","Vermont","50",,"0001804912","0000060752","Orleans County","A","+44829184","-072250933","06",66100
"G5000210","1990","VT",,,,,,,,"99","Rutland","021",,,"1","9999",,,,"9999","1","Vermont","50",,"0002414353","0000031715","Rutland County","A","+43574204","-073035050","06",93600
"G5000230","1990","VT",,,,,,,,"99","Washington","023",,,"1","9999",,,,"9999","1","Vermont","50",,"0001785983","0000016212","Washington County","A","+44269630","-072621309","06",87700
"G5000250","1990","VT",,,,,,,,"99","Windham","025",,,"1","9999",,,,"9999","1","Vermont","50",,"0002042939","0000024337","Windham County","A","+42986237","-072717598","06",97000
"G5000270","1990","VT",,,,,,,,"99","Windsor","027",,,"1","9999",,,,"9999","1","Vermont","50",,"0002515718","0000012347","Windsor County","A","+43570621","-072570174","06",97600
"G5100010","1990","VA",,,,,,,,"99","Accomack","001",,,"5","9999",,,,"9999","3","Virginia","51",,"0001177446","0002215922","Accomack County","A","+37762281","-075763999","06",51400
"G5100030","1990","VA",,,,,,,,"99","Albemarle","003",,,"5","1540",,,,"9999","3","Virginia","51",,"0001871928","0000009028","Albemarle County","A","+38025947","-078556228","06",111000
"G5100050","1990","VA",,,,,,,,"99","Alleghany","005",,,"5","9999",,,,"9999","3","Virginia","51",,"0001154846","0000002696","Alleghany County","A","+37784462","-080013426","06",50200
"G5100070","1990","VA",,,,,,,,"99","Amelia","007",,,"5","9999",,,,"9999","3","Virginia","51",,"0000924193","0000004510","Amelia County","A","+37337386","-077977328","06",52100
"G5100090","1990","VA",,,,,,,,"99","Amherst","009",,,"5","4640",,,,"9999","3","Virginia","51",,"0001230914","0000009207","Amherst County","A","+37611246","-079142385","06",56100
"G5100110","1990","VA",,,,,,,,"99","Appomattox","011",,,"5","9999",,,,"9999","3","Virginia","51",,"0000864295","0000002715","Appomattox County","A","+37369929","-078810027","06",50100
"G5100130","1990","VA",,,,,,,,"99","Arlington","013",,,"5","8840",,,,"9999","3","Virginia","51",,"0000067030","0000000244","Arlington County","A","+38878726","-077101909","06",231000
"G5100150","1990","VA",,,,,,,,"99","Augusta","015",,,"5","9999",,,,"9999","3","Virginia","51",,"0002516724","0000001477","Augusta County","A","+38171554","-079133094","06",69800
"G5100170","1990","VA",,,,,,,,"99","Bath","017",,,"5","9999",,,,"9999","3","Virginia","51",,"0001377569","0000007032","Bath County","A","+38058846","-079736146","06",45700
"G5100190","1990","VA",,,,,,,,"99","Bedford","019",,,"5","9999",,,,"9999","3","Virginia","51",,"0001955045","0000037593","Bedford County","A","+37311688","-079528785","06",76300
"G5100210","1990","VA",,,,,,,,"99","Bland","021",,,"5","9999",,,,"9999","3","Virginia","51",,"0000928963","0000000164","Bland County","A","+37132211","-081126687","06",44500
"G5100230","1990","VA",,,,,,,,"99","Botetourt","023",,,"5","6800",,,,"9999","3","Virginia","51",,"0001405590","0000008491","Botetourt County","A","+37551711","-079804515","06",72400
"G5100250","1990","VA",,,,,,,,"99","Brunswick","025",,,"5","9999",,,,"9999","3","Virginia","51",,"0001466363","0000008370","Brunswick County","A","+36764459","-077858651","06",43300
"G5100270","1990","VA",,,,,,,,"99","Buchanan","027",,,"5","9999",,,,"9999","3","Virginia","51",,"0001305091","0000000000","Buchanan County","A","+37266622","-082035524","06",42400
"G5100290","1990","VA",,,,,,,,"99","Buckingham","029",,,"5","9999",,,,"9999","3","Virginia","51",,"0001504511","0000007001","Buckingham County","A","+37568550","-078525376","06",44100
"G5100310","1990","VA",,,,,,,,"99","Campbell","031",,,"5","4640",,,,"9999","3","Virginia","51",,"0001306658","0000007198","Campbell County","A","+37211710","-079091261","06",61500
"G5100330","1990","VA",,,,,,,,"99","Caroline","033",,,"5","9999",,,,"9999","3","Virginia","51",,"0001379489","0000016355","Caroline County","A","+38025805","-077348448","06",63200
"G5100350","1990","VA",,,,,,,,"99","Carroll","035",,,"5","9999",,,,"9999","3","Virginia","51",,"0001234221","0000003377","Carroll County","A","+36734719","-080734321","06",43100
"G5100360","1990","VA",,,,,,,,"99","Charles City","036",,,"5","6760",,,,"9999","3","Virginia","51",,"0000472605","0000055482","Charles City County","A","+37351613","-077061381","06",49700
"G5100370","1990","VA",,,,,,,,"99","Charlotte","037",,,"5","9999",,,,"9999","3","Virginia","51",,"0001230328","0000006288","Charlotte County","A","+37008090","-078661932","06",44500
"G5100410","1990","VA",,,,,,,,"99","Chesterfield","041",,,"5","6760",,,,"9999","3","Virginia","51",,"0001102584","0000032954","Chesterfield County","A","+37378206","-077588420","06",85700
"G5100430","1990","VA",,,,,,,,"99","Clarke","043",,,"5","9999",,,,"9999","3","Virginia","51",,"0000457478","0000004063","Clarke County","A","+39116395","-077996976","06",104600
"G5100450","1990","VA",,,,,,,,"99","Craig","045",,,"5","9999",,,,"9999","3","Virginia","51",,"0000854882","0000000012","Craig County","A","+37486962","-080215803","06",50900
"G5100470","1990","VA",,,,,,,,"99","Culpeper","047",,,"5","9999",,,,"9999","3","Virginia","51",,"0000987226","0000002970","Culpeper County","A","+38486067","-077956946","06",93600
"G5100490","1990","VA",,,,,,,,"99","Cumberland","049",,,"5","9999",,,,"9999","3","Virginia","51",,"0000773168","0000003206","Cumberland County","A","+37514670","-078239480","06",48200
"G5100510","1990","VA",,,,,,,,"99","Dickenson","051",,,"5","9999",,,,"9999","3","Virginia","51",,"0000861582","0000004950","Dickenson County","A","+37116635","-082351260","06",39700
"G5100530","1990","VA",,,,,,,,"99","Dinwiddie","053",,,"5","6760",,,,"9999","3","Virginia","51",,"0001304735","0000008499","Dinwiddie County","A","+37076433","-077630071","06",57100
"G5100570","1990","VA",,,,,,,,"99","Essex","057",,,"5","9999",,,,"9999","3","Virginia","51",,"0000667653","0000072891","Essex County","A","+37944415","-076951431","06",68700
"G5100590","1990","VA",,,,,,,,"99","Fairfax","059",,,"5","8840",,,,"9999","3","Virginia","51",,"0001024541","0000029109","Fairfax County","A","+38833867","-077276396","06",213100
"G5100610","1990","VA",,,,,,,,"99","Fauquier","061",,,"5","9999",,,,"9999","3","Virginia","51",,"0001684299","0000003941","Fauquier County","A","+38740657","-077808543","06",145800
"G5100630","1990","VA",,,,,,,,"99","Floyd","063",,,"5","9999",,,,"9999","3","Virginia","51",,"0000988024","0000000035","Floyd County","A","+36936010","-080363170","06",51400
"G5100650","1990","VA",,,,,,,,"99","Fluvanna","065",,,"5","1540",,,,"9999","3","Virginia","51",,"0000744443","0000007255","Fluvanna County","A","+37844377","-078278911","06",73300
"G5100670","1990","VA",,,,,,,,"99","Franklin","067",,,"5","9999",,,,"9999","3","Virginia","51",,"0001792585","0000050449","Franklin County","A","+36993220","-079880814","06",63000
"G5100690","1990","VA",,,,,,,,"99","Frederick","069",,,"5","9999",,,,"9999","3","Virginia","51",,"0001073768","0000002796","Frederick County","A","+39205592","-078262947","06",89300
"G5100710","1990","VA",,,,,,,,"99","Giles","071",,,"5","9999",,,,"9999","3","Virginia","51",,"0000926960","0000007954","Giles County","A","+37319108","-080697854","06",45000
"G5100730","1990","VA",,,,,,,,"99","Gloucester","073",,,"5","5720",,,,"9999","3","Virginia","51",,"0000560964","0000185004","Gloucester County","A","+37403209","-076522841","06",83000
"G5100750","1990","VA",,,,,,,,"99","Goochland","075",,,"5","6760",,,,"9999","3","Virginia","51",,"0000736738","0000014389","Goochland County","A","+37717585","-077925906","06",88900
"G5100770","1990","VA",,,,,,,,"99","Grayson","077",,,"5","9999",,,,"9999","3","Virginia","51",,"0001146498","0000008455","Grayson County","A","+36652520","-081228499","06",40000
"G5100790","1990","VA",,,,,,,,"99","Greene","079",,,"5","1540",,,,"9999","3","Virginia","51",,"0000405630","0000000954","Greene County","A","+38297914","-078470800","06",73000
"G5100810","1990","VA",,,,,,,,"99","Greensville","081",,,"5","9999",,,,"9999","3","Virginia","51",,"0000765241","0000003553","Greensville County","A","+36674526","-077562483","06",45400
"G5100830","1990","VA",,,,,,,,"99","Halifax","083",,,"5","9999",,,,"9999","3","Virginia","51",,"0002107734","0000026556","Halifax County","A","+36766677","-078938306","06",45500
"G5100850","1990","VA",,,,,,,,"99","Hanover","085",,,"5","6760",,,,"9999","3","Virginia","51",,"0001224460","0000003494","Hanover County","A","+37760263","-077491262","06",90800
"G5100870","1990","VA",,,,,,,,"99","Henrico","087",,,"5","6760",,,,"9999","3","Virginia","51",,"0000616755","0000013178","Henrico County","A","+37550800","-077404166","06",82300
"G5100890","1990","VA",,,,,,,,"99","Henry","089",,,"5","9999",,,,"9999","3","Virginia","51",,"0000990356","0000005276","Henry County","A","+36670869","-079884458","06",51300
"G5100910","1990","VA",,,,,,,,"99","Highland","091",,,"5","9999",,,,"9999","3","Virginia","51",,"0001077138","0000000000","Highland County","A","+38350324","-079556297","06",51900
"G5100930","1990","VA",,,,,,,,"99","Isle Of Wight","093",,,"5","9999",,,,"9999","3","Virginia","51",,"0000818152","0000121467","Isle of Wight County","A","+36907042","-076711212","06",81800
"G5100950","1990","VA",,,,,,,,"99","James City","095",,,"5","5720",,,,"9999","3","Virginia","51",,"0000370143","0000095349","James City County","A","+37311647","-076770737","06",118900
"G5100970","1990","VA",,,,,,,,"99","King And Queen","097",,,"5","9999",,,,"9999","3","Virginia","51",,"0000819184","0000026070","King and Queen County","A","+37720303","-076901789","06",52200
"G5100990","1990","VA",,,,,,,,"99","King George","099",,,"5","9999",,,,"9999","3","Virginia","51",,"0000466238","0000020189","King George County","A","+38264541","-077154814","06",91300
"G5101010","1990","VA",,,,,,,,"99","King William","101",,,"5","9999",,,,"9999","3","Virginia","51",,"0000713415","0000026471","King William County","A","+37703021","-077096684","06",67100
"G5101030","1990","VA",,,,,,,,"99","Lancaster","103",,,"5","9999",,,,"9999","3","Virginia","51",,"0000344859","0000254372","Lancaster County","A","+37707716","-076410883","06",86900
"G5101050","1990","VA",,,,,,,,"99","Lee","105",,,"5","9999",,,,"9999","3","Virginia","51",,"0001132220","0000000484","Lee County","A","+36707070","-083128996","06",34200
"G5101070","1990","VA",,,,,,,,"99","Loudoun","107",,,"5","8840",,,,"9999","3","Virginia","51",,"0001346585","0000003171","Loudoun County","A","+39093182","-077636626","06",171400
"G5101090","1990","VA",,,,,,,,"99","Louisa","109",,,"5","9999",,,,"9999","3","Virginia","51",,"0001288502","0000034554","Louisa County","A","+37987057","-077957028","06",64800
"G5101110","1990","VA",,,,,,,,"99","Lunenburg","111",,,"5","9999",,,,"9999","3","Virginia","51",,"0001118319","0000001608","Lunenburg County","A","+36947001","-078241394","06",36900
"G5101130","1990","VA",,,,,,,,"99","Madison","113",,,"5","9999",,,,"9999","3","Virginia","51",,"0000832565","0000000930","Madison County","A","+38409177","-078281290","06",69100
"G5101150","1990","VA",,,,,,,,"99","Mathews","115",,,"5","9999",,,,"9999","3","Virginia","51",,"0000221949","0000430686","Mathews County","A","+37418661","-076279226","06",80300
"G5101170","1990","VA",,,,,,,,"99","Mecklenburg","117",,,"5","9999",,,,"9999","3","Virginia","51",,"0001616113","0000143381","Mecklenburg County","A","+36683622","-078365114","06",49700
"G5101190","1990","VA",,,,,,,,"99","Middlesex","119",,,"5","9999",,,,"9999","3","Virginia","51",,"0000337483","0000208390","Middlesex County","A","+37610869","-076506992","06",75500
"G5101210","1990","VA",,,,,,,,"99","Montgomery","121",,,"5","9999",,,,"9999","3","Virginia","51",,"0001005538","0000003115","Montgomery County","A","+37171177","-080394412","06",70900
"G5101250","1990","VA",,,,,,,,"99","Nelson","125",,,"5","9999",,,,"9999","3","Virginia","51",,"0001223469","0000005060","Nelson County","A","+37792026","-078884353","06",50300
"G5101270","1990","VA",,,,,,,,"99","New Kent","127",,,"5","6760",,,,"9999","3","Virginia","51",,"0000543470","0000036093","New Kent County","A","+37506203","-076997788","06",85300
"G5101310","1990","VA",,,,,,,,"99","Northampton","131",,,"5","9999",,,,"9999","3","Virginia","51",,"0000537117","0001522962","Northampton County","A","+37301001","-075925725","06",47500
"G5101330","1990","VA",,,,,,,,"99","Northumberland","133",,,"5","9999",,,,"9999","3","Virginia","51",,"0000498087","0000241812","Northumberland County","A","+37857955","-076379084","06",77500
"G5101350","1990","VA",,,,,,,,"99","Nottoway","135",,,"5","9999",,,,"9999","3","Virginia","51",,"0000815153","0000003626","Nottoway County","A","+37141409","-078054668","06",43100
"G5101370","1990","VA",,,,,,,,"99","Orange","137",,,"5","9999",,,,"9999","3","Virginia","51",,"0000885090","0000004412","Orange County","A","+38240198","-078011777","06",82500
"G5101390","1990","VA",,,,,,,,"99","Page","139",,,"5","9999",,,,"9999","3","Virginia","51",,"0000805865","0000007685","Page County","A","+38613652","-078481544","06",62000
"G5101410","1990","VA",,,,,,,,"99","Patrick","141",,,"5","9999",,,,"9999","3","Virginia","51",,"0001251389","0000007051","Patrick County","A","+36681768","-080285090","06",49500
"G5101430","1990","VA",,,,,,,,"99","Pittsylvania","143",,,"5","1950",,,,"9999","3","Virginia","51",,"0002514506","0000019065","Pittsylvania County","A","+36820155","-079397333","06",48400
"G5101450","1990","VA",,,,,,,,"99","Powhatan","145",,,"5","6760",,,,"9999","3","Virginia","51",,"0000676759","0000002908","Powhatan County","A","+37546060","-077916362","06",75700
